3
Asia_Moun_3_5_H.dds
Asia_Moun_3_5_T1.dds
Asia_Moun_3_5_H_BLEND.dds
Asia_Moun_3_5_T_BLEND.dds
10, 10
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x400,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x400,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x400,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
2, 1 
