3
Afri_Mountain_3_4_H.dds
Afri_Mountain_3_4_T1.dds
Afri_Mountain_3_4_H_BLEND.dds
Afri_Mountain_3_4_T_BLEND.dds
10, 10
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x400,0x80ffffff,0x400,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x400,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff,0x80ffffff
2, 1 
